num_pokedex,nombre,tipo1,tipo2,habilidad1,habilidad2,hab_oculta,peso,altura,ps,ataque,defensa,spatk,spdef,velocidad
0395,Empoleon,Tipo agua,Tipo acero,Torrente,,Tenacidad1,"84,5 kg","1,7 m",84,86,88,111,101,60
0396,Starly,Tipo normal,Tipo volador,Vista lince,,Audaz,"2,0 kg","0,3 m",40,55,30,30,30,60
0397,Staravia,Tipo normal,Tipo volador,Intimidación,,Audaz,"15,5 kg","0,6 m",55,75,50,40,40,80
0398,Staraptor,Tipo normal,Tipo volador,Intimidación,,Audaz,"24,9 kg","1,2 m",85,120,70,50,60,100
0399,Bidoof,Tipo normal,,Simple,Ignorante,Veleta,"20,0 kg","0,5 m",59,45,40,35,40,31
0400,Bibarel,Tipo normal,Tipo agua,Simple,Ignorante,Veleta,"31,5 kg","1,0 m",79,85,60,55,60,71
0401,Kricketot,Tipo bicho,,Mudar,,Fuga,"2,2 kg","0,3 m",37,25,41,25,41,25
0402,Kricketune,Tipo bicho,,Enjambre,,Experto,"25,5 kg","1,0 m",77,85,51,55,51,65
0403,Shinx,Tipo eléctrico,,Rivalidad,Intimidación,Agallas,"9,5 kg","0,5 m",45,65,34,40,34,45
0404,Luxio,Tipo eléctrico,,Rivalidad,Intimidación,Agallas,"30,5 kg","0,9 m",60,85,49,60,49,60
0405,Luxray,Tipo eléctrico,,Rivalidad,Intimidación,Agallas,"42,0 kg","1,4 m",80,120,79,95,79,70
0406,Budew,Tipo planta,Tipo veneno,Cura natural,Punto tóxico,Defensa hoja,"1,2 kg","0,2 m",40,30,35,50,70,55
0407,Roserade,Tipo planta,Tipo veneno,Cura natural,Punto tóxico,Experto,"14,5 kg","0,9 m",60,70,65,125,105,90
0408,Cranidos,Tipo roca,,Rompemoldes,,Potencia bruta,"31,5 kg","0,9 m",67,125,40,30,30,58
0409,Rampardos,Tipo roca,,Rompemoldes,,Potencia bruta,"102,5 kg","1,6 m",97,165,60,65,50,58
0410,Shieldon,Tipo roca,Tipo acero,Robustez,,Insonorizar,"57,0 kg","0,5 m",30,42,118,42,88,30
0411,Bastiodon,Tipo roca,Tipo acero,Robustez,,Insonorizar,"149,5 kg","1,3 m",60,52,168,47,138,30
0412,Burmy,Tipo bicho,,Mudar,,Funda,"3,4 kg","0,2 m",40,29,45,29,45,36
0413,Wormadam,Tipo bicho,Tipo planta,Anticipación,,Funda,"6,5 kg","0,5 m",60,59,85,79,105,36
0414,Mothim,Tipo bicho,Tipo volador,Enjambre,,Cromolente,"23,3 kg","0,9 m",70,94,50,94,50,66
0415,Combee,Tipo bicho,Tipo volador,Recogemiel,,Entusiasmo,"5,5 kg","0,3 m",30,30,42,30,42,70
0416,Vespiquen,Tipo bicho,Tipo volador,Presión,,Nerviosismo,"38,5 kg","1,2 m",70,80,102,80,102,40
0417,Pachirisu,Tipo eléctrico,,Fuga,Recogida,Absorbe electricidad,"3,9 kg","0,4 m",60,45,70,45,90,95
0418,Buizel,Tipo agua,,Nado rápido,,Velo agua,"29,5 kg","0,7 m",55,65,35,60,30,85
0419,Floatzel,Tipo agua,,Nado rápido,,Velo agua,"33,5 kg","1,1 m",85,105,55,85,50,115
0420,Cherubi,Tipo planta,,Clorofila,,,"3,3 kg","0,4 m",45,35,45,62,53,35
0421,Cherrim,Tipo planta,,Don floral,,,"9,3 kg","0,5 m",70,60,70,87,78,85
0422,Shellos,Tipo agua,,Viscosidad,Colector,Poder arena,"6,3 kg","0,3 m",76,48,48,57,62,34
0423,Gastrodon,Tipo agua,Tipo tierra,Viscosidad,Colector,Poder arena,"29,9 kg","0,9 m",111,83,68,92,82,39
0424,Ambipom,Tipo normal,,Experto,Recogida,Encadenado,"20,3 kg","1,2 m",75,100,66,60,66,115
0425,Drifloon,Tipo fantasma,Tipo volador,Detonación,Liviano,Ímpetu ardiente,"1,2 kg","0,4 m",90,50,34,60,44,70
0426,Drifblim,Tipo fantasma,Tipo volador,Detonación,Liviano,Ímpetu ardiente,"15,0 kg","1,2 m",150,80,44,90,54,80
0427,Buneary,Tipo normal,,Fuga,Zoquete,Flexibilidad,"5,5 kg","0,4 m",55,66,44,44,56,85
0428,Lopunny,Tipo normal,,Gran encanto,Zoquete,Flexibilidad,"33,3 kg","1,2 m",65,76,84,54,96,105
0429,Mismagius,Tipo fantasma,,Levitación,,,"4,4 kg","0,9 m",60,60,60,105,105,105
0430,Honchkrow,Tipo siniestro,Tipo volador,Insomnio,Afortunado,Autoestima,"27,3 kg","0,9 m",100,125,52,105,52,71
0431,Glameow,Tipo normal,,Flexibilidad,Ritmo propio,Vista lince,"3,9 kg","0,5 m",49,55,42,42,37,85
0432,Purugly,Tipo normal,,Sebo,Ritmo propio,Competitivo,"43,8 kg","1,0 m",71,82,64,64,59,112
0433,Chingling,Tipo psíquico,,Levitación,,,"0,6 kg","0,2 m",45,30,50,65,50,45
0434,Stunky,Tipo veneno,Tipo siniestro,Hedor,Detonación,Vista lince,"19,2 kg","0,4 m",63,63,47,41,41,74
0435,Skuntank,Tipo veneno,Tipo siniestro,Hedor,Detonación,Vista lince,"38,0 kg","1,0 m",103,93,67,71,61,84
0436,Bronzor,Tipo acero,Tipo psíquico,Levitación,Ignífugo,Metal pesado,"60,5 kg","0,5 m",57,24,86,24,86,23
0437,Bronzong,Tipo acero,Tipo psíquico,Levitación,Ignífugo,Metal pesado,"187,0 kg","1,3 m",67,89,116,79,116,33
0438,Bonsly,Tipo roca,,Cabeza roca,Robustez,Cobardía,"15,0 kg","0,5 m",50,80,95,10,45,10
0439,Mime Jr.,Tipo psíquico,Tipo hada,Insonorizar,Filtro,Experto,"13,0 kg","0,6 m",20,25,45,70,90,60
0440,Happiny,Tipo normal,,Cura natural,Dicha,Compiescolta,"24,4 kg","0,6 m",100,5,5,15,65,30
0441,Chatot,Tipo normal,Tipo volador,Vista lince,Tumbos,Sacapecho,"1,9 kg","0,5 m",76,65,45,92,42,91
0442,Spiritomb,Tipo fantasma,Tipo siniestro,Presión,,Allanamiento,"108,0 kg","1,0 m",50,92,108,92,108,35
0443,Gible,Tipo dragón,Tipo tierra,Velo arena,,Piel tosca,"20,5 kg","0,7 m",58,70,45,40,45,42
0444,Gabite,Tipo dragón,Tipo tierra,Velo arena,,Piel tosca,"56,0 kg","1,4 m",68,90,65,50,55,82
0445,Garchomp,Tipo dragón,Tipo tierra,Velo arena,,Piel tosca,"95,0 kg","1,9 m",108,130,95,80,85,102
0446,Munchlax,Tipo normal,,Recogida,Sebo,Gula,"105,0 kg","0,6 m",135,85,40,40,85,5
0447,Riolu,Tipo lucha,,Impasible,Fuerza mental,Bromista,"20,2 kg","0,7 m",40,70,40,35,40,60
0448,Lucario,Tipo lucha,Tipo acero,Impasible,Fuerza mental,Justiciero,"54,0 kg","1,2 m",70,110,70,115,70,90
0449,Hippopotas,Tipo tierra,,Chorro arena,,Poder arena,"49,5 kg","0,8 m",68,72,78,38,42,32
0450,Hippowdon,Tipo tierra,,Chorro arena,,Poder arena,"300,0 kg","2,0 m",108,112,118,68,72,47
0451,Skorupi,Tipo veneno,Tipo bicho,Armadura batalla,Francotirador,Vista lince,"12,0 kg","0,8 m",40,50,90,30,55,65
0452,Drapion,Tipo veneno,Tipo siniestro,Armadura batalla,Francotirador,Vista lince,"61,5 kg","1,3 m",70,90,110,60,75,95
0453,Croagunk,Tipo veneno,Tipo lucha,Anticipación,Piel seca,Toque tóxico,"23,0 kg","0,7 m",48,61,40,61,40,50
0454,Toxicroak,Tipo veneno,Tipo lucha,Anticipación,Piel seca,Toque tóxico,"44,4 kg","1,3 m",83,106,65,86,65,85
0455,Carnivine,Tipo planta,,Levitación,,,"27,0 kg","1,4 m",74,100,72,90,72,46
0456,Finneon,Tipo agua,,Nado rápido,Colector,Velo agua,"7,0 kg","0,4 m",49,49,56,49,61,66
0457,Lumineon,Tipo agua,,Nado rápido,Colector,Velo agua,"24,0 kg","1,2 m",69,69,76,69,86,91
0458,Mantyke,Tipo agua,Tipo volador,Nado rápido,Absorbe agua,Velo agua,"65,0 kg","1,0 m",45,20,50,60,120,50
0459,Snover,Tipo planta,Tipo hielo,Nevada,,Insonorizar,"50,5 kg","1,0 m",60,62,50,62,60,40
0460,Abomasnow,Tipo planta,Tipo hielo,Nevada,,Insonorizar,"135,5 kg","2,2 m",90,92,75,92,85,60
0461,Weavile,Tipo siniestro,Tipo hielo,Presión,,Hurto,"34,0 kg","1,1 m",70,120,65,45,85,125
0462,Magnezone,Tipo eléctrico,Tipo acero,Imán,Robustez,Cálculo final,"180,0 kg","1,2 m",70,70,115,130,90,60
0463,Lickilicky,Tipo normal,,Ritmo propio,Despiste,Aclimatación,"140,0 kg","1,7 m",110,85,95,80,95,50
0464,Rhyperior,Tipo tierra,Tipo roca,Pararrayos,Roca sólida,Audaz,"282,8 kg","2,4 m",115,140,130,55,55,40
0465,Tangrowth,Tipo planta,,Clorofila,Defensa hoja,Regeneración,"128,6 kg","2,0 m",100,100,125,110,50,50
0466,Electivire,Tipo eléctrico,,Electromotor,,Espíritu vital,"138,6 kg","1,8 m",75,123,67,95,85,95
0467,Magmortar,Tipo fuego,,Cuerpo llama,,Espíritu vital,"68,0 kg","1,6 m",75,95,67,125,95,83
0468,Togekiss,Tipo hada,Tipo volador,Entusiasmo,Dicha,Afortunado,"38,0 kg","1,5 m",85,50,95,120,115,80
0469,Yanmega,Tipo bicho,Tipo volador,Impulso,Cromolente,Cacheo,"51,5 kg","1,9 m",86,76,86,116,56,95
0470,Leafeon,Tipo planta,,Defensa hoja,,Clorofila,"25,5 kg","1,0 m",65,110,130,60,65,95
0471,Glaceon,Tipo hielo,,Manto níveo,,Gélido,"25,9 kg","0,8 m",65,60,110,130,95,65
0472,Gliscor,Tipo tierra,Tipo volador,Corte fuerte,Velo arena,Antídoto,"42,5 kg","2,0 m",75,95,125,45,75,95
0473,Mamoswine,Tipo hielo,Tipo tierra,Despiste,Manto níveo,Sebo,"291,0 kg","2,5 m",110,130,80,70,60,80
0474,Porygon-Z,Tipo normal,,Adaptable,Descarga,Cálculo final,"34,0 kg","0,9 m",85,80,70,135,75,90
0475,Gallade,Tipo psíquico,Tipo lucha,Impasible,Cortante,Justiciero,"52,0 kg","1,6 m",68,125,65,65,115,80
0476,Probopass,Tipo roca,Tipo acero,Imán,Robustez,Poder arena,"340,0 kg","1,4 m",60,55,145,75,150,40
0477,Dusknoir,Tipo fantasma,,Presión,,Cacheo2,"106,6 kg","2,2 m",45,100,135,65,135,45
0478,Froslass,Tipo hielo,Tipo fantasma,Manto níveo,,Cuerpo maldito,"26,6 kg","1,3 m",70,80,70,80,70,110
0479,Rotom,Tipo eléctrico,Tipo fantasma,Levitación,,,"0,3 kg","0,3 m",50,50,77,95,77,91
0480,Uxie,Tipo psíquico,,Levitación,,,"0,3 kg","0,3 m",75,75,130,75,130,95
0481,Mesprit,Tipo psíquico,,Levitación,,,"0,3 kg","0,3 m",80,105,105,105,105,80
0482,Azelf,Tipo psíquico,,Levitación,,,"0,3 kg","0,3 m",75,125,70,125,70,115
0483,Dialga,Tipo acero,Tipo dragón,Presión,,Telepatía,"683,0 kgD850,0 kgFO","5,4 mD7,0 mFO",100,120,120,150,100,90
0484,Palkia,Tipo agua,Tipo dragón,Presión,,Telepatía,"336,0 kgP660,0 kgFO","4,2 mP6,3 mFO",90,120,100,150,120,100
0485,Heatran,Tipo fuego,Tipo acero,Absorbe fuego,,Cuerpo llama,"430,0 kg","1,7 m",91,90,106,130,106,77
0486,Regigigas,Tipo normal,,Inicio lento,,,"420,0 kg","3,7 m",110,160,110,80,110,100
0487,Giratina,Tipo fantasma,Tipo dragón,Presión,,TelepatíaFM,"750,0 kgFM650,0 kgFO","4,5 mFM6,9 mFO",150,100,120,100,120,90
0488,Cresselia,Tipo psíquico,,Levitación,,,"85,6 kg","1,5 m",120,70,110,75,120,85
0489,Phione,Tipo agua,,Hidratación,,,"3,1 kg","0,4 m",80,80,80,80,80,80
0490,Manaphy,Tipo agua,,Hidratación,,,"1,4 kg","0,3 m",100,100,100,100,100,100
0491,Darkrai,Tipo siniestro,,Mal sueño,,,"50,5 kg","1,5 m",70,90,90,135,90,125
0492,Shaymin,Tipo planta,,Cura natural,,,"2,1 kgFT5,2 kgFC","0,2 mFT0,4 mFC",100,100,100,100,100,100
0493,Arceus,Tipo normal,,Multitipo,,,"320,0 kg","3,2 m",120,120,120,120,120,120
0494,Victini,Tipo psíquico,Tipo fuego,Tinovictoria,,,"4,0 kg","0,4 m",100,100,100,100,100,100
0495,Snivy,Tipo planta,,Espesura,,Respondón,"8,1 kg","0,6 m",45,45,55,45,55,63
0496,Servine,Tipo planta,,Espesura,,Respondón,"16,0 kg","0,8 m",60,60,75,60,75,83
0497,Serperior,Tipo planta,,Espesura,,Respondón,"63,0 kg","3,3 m",75,75,95,75,95,113
0498,Tepig,Tipo fuego,,Mar llamas,,Sebo,"9,9 kg","0,5 m",65,63,45,45,45,45
0499,Pignite,Tipo fuego,Tipo lucha,Mar llamas,,Sebo,"55,5 kg","1,0 m",90,93,55,70,55,55
0500,Emboar,Tipo fuego,Tipo lucha,Mar llamas,,Audaz,"150,0 kg","1,6 m",110,123,65,100,65,65
0501,Oshawott,Tipo agua,,Torrente,,Caparazón,"5,9 kg","0,5 m",55,55,45,63,45,45
0502,Dewott,Tipo agua,,Torrente,,Caparazón,"24,5 kg","0,8 m",75,75,60,83,60,60
0503,Samurott,Tipo agua,,Torrente,,Caparazón,"94,6 kg","1,5 m",95,100,85,108,70,70
0503,Samurott de Hisui,Tipo agua,Tipo siniestro,Torrente,,Cortante1,"58,2 kg","1,5 m",90,108,80,100,65,85
0504,Patrat,Tipo normal,,Vista lince,Fuga,Cálculo final,"11,6 kg","0,5 m",45,55,39,35,39,42
0505,Watchog,Tipo normal,,Vista lince,Iluminación,Cálculo final,"27,0 kg","1,1 m",60,85,69,60,69,77
0506,Lillipup,Tipo normal,,Espíritu vital,Recogida,Fuga,"4,1 kg","0,4 m",45,60,45,25,45,55
0507,Herdier,Tipo normal,,Intimidación,Ímpetu arena,Intrépido,"14,7 kg","0,9 m",65,80,65,35,65,60
0508,Stoutland,Tipo normal,,Intimidación,Ímpetu arena,Intrépido,"61,0 kg","1,2 m",85,110,90,45,90,80
0509,Purrloin,Tipo siniestro,,Flexibilidad,Liviano,Bromista,"10,1 kg","0,4 m",41,50,37,50,37,66
0510,Liepard,Tipo siniestro,,Flexibilidad,Liviano,Bromista,"37,5 kg","1,1 m",64,88,50,88,50,106
0511,Pansage,Tipo planta,,Gula,,Espesura,"10,5 kg","0,6 m",50,53,48,53,48,64
0512,Simisage,Tipo planta,,Gula,,Espesura,"30,5 kg","1,1 m",75,98,63,98,63,101
0513,Pansear,Tipo fuego,,Gula,,Mar llamas,"11,0 kg","0,6 m",50,53,48,53,48,64
0514,Simisear,Tipo fuego,,Gula,,Mar llamas,"28,0 kg","1,0 m",75,98,63,98,63,101
0515,Panpour,Tipo agua,,Gula,,Torrente,"13,5 kg","0,6 m",50,53,48,53,48,64
0516,Simipour,Tipo agua,,Gula,,Torrente,"29,0 kg","1,0 m",75,98,63,98,63,101
0517,Munna,Tipo psíquico,,Alerta,Sincronía,Telepatía,"23,3 kg","0,6 m",76,25,45,67,55,24
0518,Musharna,Tipo psíquico,,Alerta,Sincronía,Telepatía,"60,5 kg","1,1 m",116,55,85,107,95,29
0519,Pidove,Tipo normal,Tipo volador,Sacapecho,Afortunado,Rivalidad,"2,1 kg","0,3 m",50,55,50,36,30,43
0520,Tranquill,Tipo normal,Tipo volador,Sacapecho,Afortunado,Rivalidad,"15,0 kg","0,6 m",62,77,62,50,42,65
0521,Unfezant,Tipo normal,Tipo volador,Sacapecho,Afortunado,Rivalidad,"29,0 kg","1,2 m",80,115,80,65,55,93
0522,Blitzle,Tipo eléctrico,,Pararrayos,Electromotor,Herbívoro,"29,8 kg","0,8 m",45,60,32,50,32,76
0523,Zebstrika,Tipo eléctrico,,Pararrayos,Electromotor,Herbívoro,"79,5 kg","1,6 m",75,100,63,80,63,116
0524,Roggenrola,Tipo roca,,Robustez,Armadura frágil,Poder arena,"18,0 kg","0,4 m",55,75,85,25,25,15
0525,Boldore,Tipo roca,,Robustez,Armadura frágil,Poder arena,"102,0 kg","0,9 m",70,105,105,50,40,20
0526,Gigalith,Tipo roca,,Robustez,Chorro arena,Poder arena,"260,0 kg","1,7 m",85,135,130,60,80,25
0527,Woobat,Tipo psíquico,Tipo volador,Ignorante,Zoquete,Simple,"2,1 kg","0,4 m",65,45,43,55,43,72
0528,Swoobat,Tipo psíquico,Tipo volador,Ignorante,Zoquete,Simple,"10,5 kg","0,9 m",67,57,55,77,55,114
0529,Drilbur,Tipo tierra,,Ímpetu arena,Poder arena,Rompemoldes,"8,5 kg","0,3 m",60,85,40,30,45,68
0530,Excadrill,Tipo tierra,Tipo acero,Ímpetu arena,Poder arena,Rompemoldes,"40,4 kg","0,7 m",110,135,60,50,65,88
0531,Audino,Tipo normal,,Alma cura,Regeneración,Zoquete,"31,0 kg","1,1 m",103,60,86,60,86,50
0532,Timburr,Tipo lucha,,Agallas,Potencia bruta,Puño férreo,"12,5 kg","0,6 m",75,80,55,25,35,35
0533,Gurdurr,Tipo lucha,,Agallas,Potencia bruta,Puño férreo,"40,0 kg","1,2 m",85,105,85,40,50,40
0534,Conkeldurr,Tipo lucha,,Agallas,Potencia bruta,Puño férreo,"87,0 kg","1,4 m",105,140,95,55,65,45
0535,Tympole,Tipo agua,,Nado rápido,Hidratación,Absorbe agua,"4,5 kg","0,5 m",50,50,40,50,40,64
0536,Palpitoad,Tipo agua,Tipo tierra,Nado rápido,Hidratación,Absorbe agua,"17,0 kg","0,8 m",75,65,55,65,55,69
0537,Seismitoad,Tipo agua,Tipo tierra,Nado rápido,Toque tóxico,Absorbe agua,"62,0 kg","1,5 m",105,95,75,85,75,74
0538,Throh,Tipo lucha,,Fuerza mental,Agallas,Rompemoldes,"55,5 kg","1,3 m",120,100,85,30,85,45
0539,Sawk,Tipo lucha,,Robustez,Fuerza mental,Rompemoldes,"51,0 kg","1,4 m",75,125,75,30,75,85
0540,Sewaddle,Tipo bicho,Tipo planta,Enjambre,Clorofila,Funda,"2,5 kg","0,3 m",45,53,70,40,60,42
0541,Swadloon,Tipo bicho,Tipo planta,Defensa hoja,Clorofila,Funda,"7,3 kg","0,5 m",55,63,90,50,80,42
0542,Leavanny,Tipo bicho,Tipo planta,Enjambre,Clorofila,Funda,"20,5 kg","1,2 m",75,103,80,70,80,92
0543,Venipede,Tipo bicho,Tipo veneno,Enjambre,Punto tóxico,Pies rápidos1 Impulso2,"5,3 kg","0,4 m",30,45,59,30,39,57
0544,Whirlipede,Tipo bicho,Tipo veneno,Enjambre,Punto tóxico,Pies rápidos1 Impulso2,"58,5 kg","1,2 m",40,55,99,40,79,47
0545,Scolipede,Tipo bicho,Tipo veneno,Enjambre,Punto tóxico,Pies rápidos1 Impulso2,"200,5 kg","2,5 m",60,100,89,55,69,112
0546,Cottonee,Tipo planta,Tipo hada,Bromista,Allanamiento,Clorofila,"0,6 kg","0,3 m",40,27,60,37,50,66
0547,Whimsicott,Tipo planta,Tipo hada,Bromista,Allanamiento,Clorofila,"6,6 kg","0,7 m",60,67,85,77,75,116
0548,Petilil,Tipo planta,,Clorofila,Ritmo propio,Defensa hoja,"6,6 kg","0,5 m",45,35,50,70,50,30
0549,Lilligant,Tipo planta,,Clorofila,Ritmo propio,Defensa hoja,"16,3 kg","1,1 m",70,60,75,110,75,90
0549,Lilligant de Hisui,Tipo planta,Tipo lucha,Clorofila,Entusiasmo,Defensa hoja,"19,2 kg","1,2 m",70,105,75,50,75,105
0550,Basculin,Tipo agua,,Audaz,,Rompemoldes,"18,0 kg","1,0 m",70,92,65,80,55,98
0551,Sandile,Tipo tierra,Tipo siniestro,Intimidación,Autoestima,Irascible,"15,2 kg","0,7 m",50,72,35,35,35,65
0552,Krokorok,Tipo tierra,Tipo siniestro,Intimidación,Autoestima,Irascible,"33,4 kg","1,0 m",60,82,45,45,45,74
0553,Krookodile,Tipo tierra,Tipo siniestro,Intimidación,Autoestima,Irascible,"96,3 kg","1,5 m",95,117,80,65,70,92
0554,Darumaka,Tipo fuego,,Entusiasmo,,Fuerza mental,"37,5 kg","0,6 m",70,90,45,15,45,50
0554,Darumaka de Galar,Tipo hielo,,Entusiasmo,,Fuerza mental,"40,0 kg","0,7 m",70,90,45,15,45,50
0555,Darmanitan,Tipo fuego,,Potencia bruta,,Modo daruma,"92,9 kg","1,3 m",105,140,55,30,55,95
0555,Darmanitan de Galar,Tipo hielo,,Monotema,,Modo daruma,"120,0 kg","1,7 m",105,140,55,30,55,95
0556,Maractus,Tipo planta,,Absorbe agua,Clorofila,Colector,"28,0 kg","1,0 m",75,86,67,106,67,60
0557,Dwebble,Tipo bicho,Tipo roca,Robustez,Caparazón,Armadura frágil,"14,5 kg","0,3 m",50,65,85,35,35,55
0558,Crustle,Tipo bicho,Tipo roca,Robustez,Caparazón,Armadura frágil,"200,0 kg","1,4 m",70,105,125,65,75,45
0559,Scraggy,Tipo siniestro,Tipo lucha,Mudar,Autoestima,Intimidación,"11,8 kg","0,6 m",50,75,70,35,70,48
0560,Scrafty,Tipo siniestro,Tipo lucha,Mudar,Autoestima,Intimidación,"30,0 kg","1,1 m",65,90,115,45,115,58
0561,Sigilyph,Tipo psíquico,Tipo volador,Piel milagro,Muro mágico,Cromolente,"14,0 kg","1,4 m",72,58,80,103,80,97
0562,Yamask,Tipo fantasma,,Momia,,,"1,5 kg","0,5 m",38,30,85,55,65,30
0562,Yamask de Galar,Tipo tierra,Tipo fantasma,Alma errante,,,"1,5 kg","0,5 m",38,55,85,30,65,30
0563,Cofagrigus,Tipo fantasma,,Momia,,,"76,5 kg","1,7 m",58,50,145,95,105,30
0564,Tirtouga,Tipo agua,Tipo roca,Roca sólida,Robustez,Nado rápido,"16,5 kg","0,7 m",54,78,103,53,45,22
0565,Carracosta,Tipo agua,Tipo roca,Roca sólida,Robustez,Nado rápido,"81,0 kg","1,2 m",74,108,133,83,65,32
0566,Archen,Tipo roca,Tipo volador,Flaqueza,,,"9,5 kg","0,5 m",55,112,45,74,45,70
0567,Archeops,Tipo roca,Tipo volador,Flaqueza,,,"32,0 kg","1,4 m",75,140,65,112,65,110
0568,Trubbish,Tipo veneno,,Hedor,Viscosidad,Detonación,"31,0 kg","0,6 m",50,50,62,40,62,65
0569,Garbodor,Tipo veneno,,Hedor,Armadura frágil,Detonación,"107,3 kg","1,9 m",80,95,82,60,82,75
0570,Zorua,Tipo siniestro,,Ilusión,,,"12,5 kg","0,7 m",40,65,40,80,40,65
0570,Zorua de Hisui,Tipo normal,Tipo fantasma,Ilusión,,,"12,5 kg","0,7 m",35,60,40,85,40,70
0571,Zoroark,Tipo siniestro,,Ilusión,,,"81,1 kg","1,6 m",60,105,60,120,60,105
0571,Zoroark de Hisui,Tipo normal,Tipo fantasma,Ilusión,,,"73,0 kg","1,6 m",55,100,60,125,60,110
0572,Minccino,Tipo normal,,Gran encanto,Experto,Encadenado,"5,8 kg","0,4 m",55,50,40,40,40,75
0573,Cinccino,Tipo normal,,Gran encanto,Experto,Encadenado,"7,5 kg","0,5 m",75,95,60,65,60,115
0574,Gothita,Tipo psíquico,,Cacheo,Tenacidad,Sombra trampa,"5,8 kg","0,4 m",45,30,50,55,65,45
0575,Gothorita,Tipo psíquico,,Cacheo,Tenacidad,Sombra trampa,"18,0 kg","0,7 m",60,45,70,75,85,55
0576,Gothitelle,Tipo psíquico,,Cacheo,Tenacidad,Sombra trampa,"44,0 kg","1,5 m",70,55,95,95,110,65
0577,Solosis,Tipo psíquico,,Funda,Muro mágico,Regeneración,"1,0 kg","0,3 m",45,30,40,105,50,20
0578,Duosion,Tipo psíquico,,Funda,Muro mágico,Regeneración,"8,0 kg","0,6 m",65,40,50,125,60,30
0579,Reuniclus,Tipo psíquico,,Funda,Muro mágico,Regeneración,"20,1 kg","1,0 m",110,65,75,125,85,30
0580,Ducklett,Tipo agua,Tipo volador,Vista lince,Sacapecho,Hidratación,"5,5 kg","0,5 m",62,44,50,44,50,55
0581,Swanna,Tipo agua,Tipo volador,Vista lince,Sacapecho,Hidratación,"24,2 kg","1,3 m",75,87,63,87,63,98
0582,Vanillite,Tipo hielo,,Gélido,Manto níveo,Armadura frágil,"5,7 kg","0,4 m",36,50,50,65,60,44
0583,Vanillish,Tipo hielo,,Gélido,Manto níveo,Armadura frágil,"41,0 kg","1,1 m",51,65,65,80,75,59
0584,Vanilluxe,Tipo hielo,,Gélido,Nevada,Armadura frágil,"57,5 kg","1,3 m",71,95,85,110,95,79
0585,Deerling,Tipo normal,Tipo planta,Clorofila,Herbívoro,Dicha,"19,5 kg","0,6 m",60,60,50,40,50,75
0586,Sawsbuck,Tipo normal,Tipo planta,Clorofila,Herbívoro,Dicha,"92,5 kg","1,9 m",80,100,70,60,70,95
0587,Emolga,Tipo eléctrico,Tipo volador,Electricidad estática,,Electromotor,"5,0 kg","0,4 m",55,75,60,75,60,103
0588,Karrablast,Tipo bicho,,Enjambre,Mudar,Indefenso,"5,9 kg","0,5 m",50,75,45,40,45,60
0589,Escavalier,Tipo bicho,Tipo acero,Enjambre,Caparazón,Funda,"33,0 kg","1,0 m",70,135,105,60,105,20
0590,Foongus,Tipo planta,Tipo veneno,Efecto espora,,Regeneración,"1,0 kg","0,2 m",69,55,45,55,55,15
0591,Amoonguss,Tipo planta,Tipo veneno,Efecto espora,,Regeneración,"10,5 kg","0,6 m",114,85,70,85,80,30
0592,Frillish,Tipo agua,Tipo fantasma,Absorbe agua,Cuerpo maldito,Humedad,"33,0 kg","1,2 m",55,40,50,65,85,40
0593,Jellicent,Tipo agua,Tipo fantasma,Absorbe agua,Cuerpo maldito,Humedad,"135,0 kg","2,2 m",100,60,70,85,105,60
0594,Alomomola,Tipo agua,,Alma cura,Hidratación,Regeneración,"31,6 kg","1,2 m",165,75,80,40,45,65
0595,Joltik,Tipo bicho,Tipo eléctrico,Ojo compuesto,Nerviosismo,Enjambre,"0,6 kg","0,1 m",50,47,50,57,50,65
0596,Galvantula,Tipo bicho,Tipo eléctrico,Ojo compuesto,Nerviosismo,Enjambre,"14,3 kg","0,8 m",70,77,60,97,60,108
0597,Ferroseed,Tipo planta,Tipo acero,Punta acero,,,"18,8 kg","0,6 m",44,50,91,24,86,10
0598,Ferrothorn,Tipo planta,Tipo acero,Punta acero,,Anticipación2,"110,0 kg","1,0 m",74,94,131,54,116,20
0599,Klink,Tipo acero,,Más,Menos,Cuerpo puro,"21,0 kg","0,3 m",40,55,70,45,60,30
0600,Klang,Tipo acero,,Más,Menos,Cuerpo puro,"51,0 kg","0,6 m",60,80,95,70,85,50
0601,Klinklang,Tipo acero,,Más,Menos,Cuerpo puro,"81,0 kg","0,6 m",60,100,115,70,85,90
0602,Tynamo,Tipo eléctrico,,Levitación,,,"0,3 kg","0,2 m",35,55,40,45,40,60
0603,Eelektrik,Tipo eléctrico,,Levitación,,,"22,0 kg","1,2 m",65,85,70,75,70,40
0604,Eelektross,Tipo eléctrico,,Levitación,,,"85,5 kg","2,1 m",85,115,80,105,80,50
0605,Elgyem,Tipo psíquico,,Telepatía,Sincronía,Cálculo final,"9,0 kg","0,5 m",55,55,55,85,55,30
0606,Beheeyem,Tipo psíquico,,Telepatía,Sincronía,Cálculo final,"34,5 kg","1,0 m",75,75,75,125,95,40
0607,Litwick,Tipo fantasma,Tipo fuego,Absorbe fuego,Cuerpo llama,Sombra trampa1 Allanamiento2,"3,1 kg","0,3 m",50,30,55,65,55,20
